Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
Jota Quest,4622374,300937,"Jota Quest is a Brazilian pop  band created in Belo Horizonte, Minas Gerais. Its older name was Johnny Quest, but because of some bureaucratic problems with Hanna-Barbera of Brazil, they took their most famous nickname, ""J Quest"", and rewrote to ""Jota Quest"".

Formed by Rogério Flausino (vocals), Marco Túlio (guitar), Márcio Buzelin (keyboards), P.J. (bass) and Paulinho Fonseca (drums), Jota Quest honored the tradition of the good music from Minas Gerais and redefined the Brazilian pop-rock scene. <a href=""https://www.last.fm/music/Jota+Quest"">Read more on Last.fm</a>","Capital Inicial, Skank, Frejat, Detonautas Roque Clube, Nando Reis"
La Triple Nelson,109384,6686,"La Triple Nelson es un grupo de rock uruguayo formado en enero de 1998 e integrado inicialmente por Christian Cary (guitarra y voz), Fernando ""Paco"" Pintos (bajo y coros) y Rubén Otonello (actualmente su nuevo baterista es Rafael Ugo).

La actividad de la banda comienza luego de ganar el concurso ""Probandas 2000"", organizado por el Canal 10 de Uruguay. En ese concurso se presentaron más de 500 bandas, pero La Triple Nelson fue la ganadora con el tema ""Billete. <a href=""https://www.last.fm/music/La+Triple+Nelson"">Read more on Last.fm</a>","Vinilo, La Tabaré, Sordromo, La Trampa, Bufón"
Terra ,1137,136," <a href=""https://www.last.fm/music/Terra+"">Read more on Last.fm</a>","Henrik Berggren, Jonas Lundqvist, Västerbron, Linn Koch-Emmery, Avantgardet"
Cred Că Sunt Extraterestru,46079,2824," <a href=""https://www.last.fm/music/Cred+C%C4%83+Sunt+Extraterestru"">Read more on Last.fm</a>","Subcarpaţi, Fratii Grime, jurjak, Macanache, Deliric1"
Rosa de Saron,3009842,57399,"Banda brasileira do movimento de renovação carismática da igreja católica. Com músicas atuais vem conquistando o público independente de religião. Uma boa pedida para quem gosta de pop-rock e até mesmo num estilo um pouco mais pesado. <a href=""https://www.last.fm/music/Rosa+de+Saron"">Read more on Last.fm</a>","Oficina G3, Guilherme de Sá, Pg, Anjos de Resgate, Renato Vianna"
Kryštof,1563179,36870,"Kryštof is a Czech rock band formed in Havířov in 1995. The band's line-up comprises Richard Krajčo (vocals, guitar), Nikolaj Arichtev (bass guitar), Evžen Hofmann (lead guitar), Jakub Dominik (drums), Nikos Kuluris (saxofone), Nikos Grigoriadis (trumpet) and Ondra Kyjonka (trombone). Their breakthrough came in 2000 when they signed a three-album contract with EMI, and they have since gone on to become one of the Czech Republic's most popular bands.  <a href=""https://www.last.fm/music/+noredirect/Kry%C5%A1tof"">Read more on Last.fm</a>","Tomáš Klus, Ready Kirken, UDG, Support Lesbiens, Aneta Langerová"
Capicua,227466,11859,"Se chegaste até aqui e descobriste a nossa rima,
Mete o código 410303AUCIPAC para ir ao concerto da rapper lá de cima.
I am a Musician / Sideman / Producer who happens to be a computer junkie. I love electronic music and have traveled to many different countries, enjoying electronic music in many forms. I have produced music for film, TV, and of course much chill out, and House stuff for different artists. This is my life. Traveling, listening, enjoying. Its a privilege to be a musician. <a href=""https://www.last.fm/music/Capicua"">Read more on Last.fm</a>","Carlão, Lena D’Água, Dealema, Orelha Negra, Mind Da Gap"
YEW,355350,11194,"YEW UNVEIL THEIR NEW ALBUM BAM BAM BAM
From the stage to the studio

Since its beginnings, YEW has always been all about the raw energy that sparkles on stage. In the studio, things were less obvious, less clear. As if, in music there were two opposite paths in the creative process that could hardly interact with each other. But these different ways, and none the less, do bring their own experiences. In 2013, The Fall, the first album with the current line up (seven members) <a href=""https://www.last.fm/music/yew"">Read more on Last.fm</a>",
Clã,549322,34387,"Clã is a Portuguese pop-rock band of a mixed nature in terms of style, ranging from moments of pure balladry, through jazzy details, to enthusiastic pop songs, which is currently widely regarded as one of the best Portuguese bands in the present musical context. They have established themselves as a highly popular live act and, besides consistent positive critical response, their work has been met with relative financial success.

The band was formed in November 1992 <a href=""https://www.last.fm/music/+noredirect/Cl%C3%A3"">Read more on Last.fm</a>","Jorge Palma, Sérgio Godinho, GNR, Ornatos Violeta, Rui Veloso"
Can Bonomo,1681074,49454,"Can Bonomo (born 24 May 1987 in Izmir, Turkey) is a Turkish singer of Sephardic Jewish descent. Can was internally selected to represent Turkey in the Eurovision Song Contest 2012 in Baku, Azerbaijan, with his entry, ""Love Me Back"". On February 22, 2012, Turkish National Television TRT officially revealed the song to public and the presentation reached 1 million viewers in Youtube within four days.

Can started his career by playing guitar at the age of eight. <a href=""https://www.last.fm/music/Can+Bonomo"">Read more on Last.fm</a>","Dolu Kadehi Ters Tut, Adamlar, Yüksek Sadakat, Yaşlı Amca, Model"
Sedef Sebüktekin,660926,24769,"Sedef was born in 1990 and grew up in Istanbul until 2011, after which she decided that singing is a more interesting activity than growing up. Today she still continues to sing. <a href=""https://www.last.fm/music/Sedef+seb%C3%BCktekin"">Read more on Last.fm</a>","Ekin Beril, Dilan Balkay, Simge Pınar, Batu Akdeniz, Selin Çıngır"
ITCHY,1123860,58522,"Itchy (ex-Itchy Poopzkid) is a German punk rock band formed in 2001. The group consists of Sebastian Hafner (vocals, guitar, bass), Daniel Friedl (vocals, guitar, bass) and Max Zimmer (drums). <a href=""https://www.last.fm/music/itchy"">Read more on Last.fm</a>",
Emiliano Y El Zurdo,8908,673," <a href=""https://www.last.fm/music/Emiliano+Y+El+Zurdo"">Read more on Last.fm</a>","El Alemán, Tabaré Cardozo, Alejandro Balbis, Curtidores de Hongos, Agarrate Catalina"
Ana Coman,68604,2557," <a href=""https://www.last.fm/music/Ana+Coman"">Read more on Last.fm</a>","om la luna, AEON BLANK, The Mono Jacks, The Kryptonite Sparks, Paulina"
VH2,14607,1390,"Romanian Band.
www.vh2.ro <a href=""https://www.last.fm/music/VH2"">Read more on Last.fm</a>","Holograf, Directia 5, Compact, Florin Chilian, Proconsul"
Pipa Para Tabaco,50593,2845," <a href=""https://www.last.fm/music/Pipa+para+Tabaco"">Read more on Last.fm</a>","Paiko, Bohemia Urbana, La De Roberto, LaNuestra, Kchiporros"
Trijntje Oosterhuis,1174516,95806,"Judith Katrijntje ""Trijntje"" Oosterhuis (born February 5, 1973) is a Dutch pop and jazz singer.

True artistry is often based on great talent. Mostly though it’s about hard work and personal growth. And that’s exactly what Trijntje Oosterhuis is all about. Her Dutch name, phonetically in English is close to: ‘Train-cha Oyster-house’; and she introduces herself with her first name in English as ‘Train-cha’.

For years Trijntje fronted Total Touch, one of the most popular and best-selling pop groups ever in Dutch musical history. <a href=""https://www.last.fm/music/Trijntje+Oosterhuis"">Read more on Last.fm</a>","Miss Montreal, Racoon, Paul de Leeuw, Anita Meyer, Alain Clark"
shit shit shit!,238994,10349," <a href=""https://www.last.fm/music/shit+shit+shit%21"">Read more on Last.fm</a>","Синдром восьмиклассника, KSB muzic, Метель, Осень, влажность"
Bi-2,738835,38514,"This is an incorrect tag for Би-2. If this non-artist appears in your charts, do last.fm and yourself a favor. Fix your artist tags.  <a href=""https://www.last.fm/music/+noredirect/Bi-2"">Read more on Last.fm</a>",
Cometa a la Deriva,42798,2304," <a href=""https://www.last.fm/music/Cometa+a+la+Deriva"">Read more on Last.fm</a>","Maldito Antisocial, Los Membrillos, Inzul, Flix Pussy Cola, Loto Láser"
Kendimden Hallice,397685,16049," <a href=""https://www.last.fm/music/Kendimden+Hallice"">Read more on Last.fm</a>","Rei 6, Onur Can Özcan, yirmi7, Ayça Özefe, Tolgahan Tarıoğlu"
JORIS,899662,68651,"Joris (full name, Joris Ramon Buchholz) was born on December 1, 1989 in Stuhr, Germany. He is a German Singer-Songwriter. His debut album ""Hoffnungslos Hoffnungsvoll"" was released on April 10, 2015. <a href=""https://www.last.fm/music/Joris"">Read more on Last.fm</a>","Philipp Dittberner, Johannes Oerding, Bosse, Mark Forster, Andreas Bourani"
Aparato Raro,47770,4770,"El tecno-pop de Aparato Raro levantó uno de los sonidos más respetados del auge pop ocurrido en Chile durante los años '80. Aunque se formó con integrantes provenientes del jazz, la banda cultivó un sonido centrado en los sintetizadores, según una novedosa dinámica para la época. Temas como “Calibraciones” y “Ultimátum” los hicieron golpear en radios e incluso en circuitos intelectuales, donde sólo Los Prisioneros tenían su lugar ganado. <a href=""https://www.last.fm/music/Aparato+Raro"">Read more on Last.fm</a>","Emociones Clandestinas, Aterrizaje Forzoso, Viena, Sexual Democracia, Profetas y Frenéticos"
Elán,650085,19537,"Elán is a rock-pop band from Bratislava, Slovakia, established in 1969 by Jožo Ráž and Vašo Patejdl, becoming professional in 1981. Jano Baláž joined the band in 1980. It became one of the most popular Czechoslovak bands during the eighties and still is one of the most widely recognized band both in Czech and Slovak Republic.
Elán is legend of Slovak and Czech music 

Band Members. 

1969 - 1985
Jožo Ráž - bass, vocals
Jano Baláž - solo guitar, vocals <a href=""https://www.last.fm/music/+noredirect/El%C3%A1n"">Read more on Last.fm</a>","Miro Žbirka, Richard Müller, Team, Hex, No Name"
Los Estramboticos,128439,10526,"Los Estrambóticos tienen una amplia carrera de 10 años en el medio musical DE México, dentro del genero ""ROCK-SKA-"" y cuenta ya con un gran numero de seguidores. 

Tienen dos discos con compañías disqueras transnacionales: el primero disco llamado: ""PIEL DE BANQUETA"" salio en 1997 bajo el sello de ""DISCOS POLYGRAM"" . 

El segundo disco llamado: ""OBJETO EXTRAVIADO"" salio en 1999 bajo el sello de ""UNIVERSAL MUSIC"". Ambos discos han tenido excelentes ventas desde su lanzamiento hasta estos días.  <a href=""https://www.last.fm/music/+noredirect/Los+Estramboticos"">Read more on Last.fm</a>",
Kaavish,251867,11319,"Kaavish a band from Pakistan was officially formed in 1999 by Jaffer Zaidi and Maaz Maudood. After performing as an underground band for 6 years the band released their first single video 'Bachpan' on music channels all over the country. The band marked their entry to the professional music scene with the success of this video. Soon they came up with two more videos 'Choti Khushiyaan' and Teray piyaar main'.

Debut Album
The band started recording their debut album 'Gunkali' in 2007. <a href=""https://www.last.fm/music/Kaavish"">Read more on Last.fm</a>","Bayaan, Mehdi Hassan, Ali Zafar, Sajjad Ali, Abdul Hannan"
和平饭店,72466,5611,"和平饭店 (Peace Hotel) are a Chinese indie pop rock 4-piece consisting of 大刘 (Da Liu), 小万 (Xiao Wan), 李箭 (Li Jian), and Hos. They released their debut album, 隐藏菜单 (Hidden Menu) on January 8, 2020. On March 30, 2022, they released the EP 平衡 (Equilibrium). <a href=""https://www.last.fm/music/%E5%92%8C%E5%B9%B3%E9%A5%AD%E5%BA%97"">Read more on Last.fm</a>","當代電影大師, 許含光, 马赛克乐队, 動物園釘子戶, 海龟先生"
Teren,27018,3848,"Teren is a folk metal band from Kropyvnytskyi, which finally took off with their first official video ""Ranok"". The band consists of former members of the famous band Kult, but has a completely different approach to creating music.
The songs have always been based on Ukrainian folk tunes and heavy riffs. Even before it became mainstream.
The idea for the video emerged more suddenly than most of the lyrics and melodies - a video of a recording in the studio <a href=""https://www.last.fm/music/Teren"">Read more on Last.fm</a>","Lutavierje, Epolets, Тінь Сонця, діти інженерів, Motanka"
Stef Bos,1055331,49264,"Singer-songwriter Stef Bos was born 1961 in Veenendaal (Netherlands) and moved to Belgium in 1984. He has been active in multiple artistic disciplines: beside cabaret and theatre he is best known for his music. He both writes for others as well as for himself, mostly in Dutch.
In Dutch speaking countries he is best known for his 1991 hit record ‘Papa’ - about a father/son relation. Since then he has made several albums and has also become quite <a href=""https://www.last.fm/music/Stef+Bos"">Read more on Last.fm</a>","De Poema's, Acda en de Munnik, Van Dik Hout, Ramses Shaffy, De Dijk"
Die Ärzte,46638870,527860,"Die Ärzte (pronounced DEE AIR-TS-teh, German for ""The Doctors"" or ""The Physicians"") are a punk rock band from Berlin, Germany. Die Ärzte are one of the best-known German rock bands and have released over 20 albums. The band consists of guitarist Farin Urlaub, drummer Bela B. and bass player Rodrigo González. All three write and sing.

Die Ärzte were formed in 1982 by Jan Vetter (alias Farin Urlaub), Dirk Felsenheimer (alias Bela B.) and bassist Hans Runge (alias Sahnie). <a href=""https://www.last.fm/music/+noredirect/Die+%C3%84rzte"">Read more on Last.fm</a>","Farin Urlaub, Farin Urlaub Racing Team, Die Toten Hosen, Bela B., Wizo"
