Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Triana,742012,39780,"Triana was a Spanish band formed in 1975 in Seville, Andalusia, Spain by Jesús de la Rosa Luque (vocals, keyboards), Eduardo Rodríguez Rodway (vocals, guitar) and Juan José Palacios ""Tele"" (drums, percussion).
They played a fusion of progressive rock and flamenco music, best known as rock andaluz or Andalusian rock.
Their first album, ""El patio"", was released in 1975, followed by ""Hijos del agobio"" in 1977 and ""Sombra y Luz"" in 1979. They released two more albums before Jesús de la Rosa Luque died in a car accident in 1983.
 <a href=""https://www.last.fm/music/Triana"">Read more on Last.fm</a>","Medina Azahara, Derby Motoreta’s Burrito Kachimba, El Último de la Fila, Miguel Ríos, Estopa"
Anıl Emre Daldal,2460143,131689," <a href=""https://www.last.fm/music/An%C4%B1l+Emre+Daldal"">Read more on Last.fm</a>","CanOzan, Dolu Kadehi Ters Tut, Perdenin Ardındakiler, Sena Şener, Simge"
Judit Neddermann,53745,5588," <a href=""https://www.last.fm/music/Judit+Neddermann"">Read more on Last.fm</a>","Clara Peya, Roba Estesa, Pau Vallvé, Doctor Prats, Blaumut"
Fondo Flamenco,591492,51563,"Fonco Flamenco is a group from Sevilla, Spain composed by Astola, Antonio and Rafael. The group started with Astola and Rafael at their early age of 13. Antonio came later on. Astola writes and composes the songs for the group. He is also the one credited for the idea of naming the group Fondo Flamenco. The name came as result of a comment that he made to Rafael while they were taking pictures of themselves in a tipical sevillian courtyard and he told Rafael ""Let's take a picture of us with this flamenco backgroung (fondo flamenco)"". <a href=""https://www.last.fm/music/Fondo+Flamenco"">Read more on Last.fm</a>","Estopa, El Barrio, Andy & Lucas, Melendi, Manuel Carrasco"
Willie Nelson,20867524,1406862,"Willie Hugh Nelson (born April 29, 1933) is an American musician, actor, and activist. The critical success of the album Shotgun Willie (1973), combined with the critical and commercial success of Red Headed Stranger (1975) and Stardust (1978), made Nelson one of the most recognized artists in country music. He was one of the main figures of outlaw country, a subgenre of country music that developed in the late 1960s as a reaction to the conservative restrictions of the Nashville sound. <a href=""https://www.last.fm/music/Willie+Nelson"">Read more on Last.fm</a>","Merle Haggard, Waylon Jennings, Kris Kristofferson, Waylon Jennings & Willie Nelson, George Jones"
Wanda Jackson,3891197,431591,"Wanda Jackson (born Wanda Lavonne Jackson, October 20, 1937 in Maud, Oklahoma) is an American rock and roll singer. Having made her debut recordings at the age of nineteen, she became one of the first popular female rock and roll singers in history and as a result, a pioneering and influential figure in female musicianship. She is known as the ""Queen (or First Lady) of Rockabilly.""

Jackson was still in high school when country singer Hank Thompson heard her sing on an Oklahoma City radio show and asked her to record with his band in 1954. <a href=""https://www.last.fm/music/Wanda+Jackson"">Read more on Last.fm</a>","Gene Vincent, Carl Perkins, Billy Lee Riley, Eddie Cochran, Jerry Lee Lewis"
Gloria Estefan,6120154,682311,"Gloria Estefan (born Gloria María Fajardo, September 1, 1957, in Havana, Cuba) is a seven-time Grammy Award-winning singer-songwriter, actress and social activist. Known as the ""Queen of Latin Pop"", she in the top 100 best-selling music artists with over 100 million albums sold worldwide, 31.5 million of those in the United States. Estefan is the most successful crossover performer in Latin music to date.

Beginning her career in 1975 as lead vocalist for the then exclusively Spanish-language band <a href=""https://www.last.fm/music/Gloria+Estefan"">Read more on Last.fm</a>","Miami Sound Machine, Gloria Estefan and Miami Sound Machine, Jon Secada, Gloria Estefan & Miami Sound Machine, Taylor Dayne"
Yusuf / Cat Stevens,13351334,809460,"Yusuf Islam (born Steven Demetre Georgiou, 21 July 1948),[1] best known by his former stage name Cat Stevens, is a British musician. He is a singer-songwriter, multi-instrumentalist, educator, philanthropist and prominent convert to Islam.

His albums Tea for the Tillerman and Teaser and the Firecat were both certified as Triple Platinum by the RIAA in the United States; his album Catch Bull at Four sold half a million copies in the first two weeks of release alone, and was Billboard's number-one LP for three consecutive weeks. <a href=""https://www.last.fm/music/Yusuf+%2F+Cat+Stevens"">Read more on Last.fm</a>",
Fiona Apple,132083731,2332195,"Fiona Apple McAfee-Maggart is an American singer-songwriter. She released five albums from 1996 to 2020, all of which reached the top 20 on the U.S. Billboard 200 chart. Apple has received numerous awards and nominations, including three Grammy Awards, two MTV Video Music Awards, and a Billboard Music Award.

The youngest daughter of the actor Brandon Maggart, Apple was born in New York City and was raised alternating between her mother's home in New York and her father's in Los Angeles. <a href=""https://www.last.fm/music/Fiona+Apple"">Read more on Last.fm</a>","Björk, Kate Bush, PJ Harvey, Mitski, Mazzy Star"
System Of A Down,374410453,4951227,"System of a Down are an Armenian American metal band, formed in 1994 in Los Angeles, California, USA. All four members are of Armenian descent, and are widely known for their views expressed in many of their songs confronting the Armenian Genocide of 1915 by the Ottoman Empire and the ongoing War on Terror by the US government. The band consists of Serj Tankian (vocals), Daron Malakian (vocals, guitar), Shavo Odadjian (bass, vocals) and John Dolmayan (drums). <a href=""https://www.last.fm/music/System+of+a+Down"">Read more on Last.fm</a>","Daron Malakian and Scars on Broadway, Serj Tankian, Slipknot, Korn, Limp Bizkit"
Shinsei Kamattechan,6300843,294253,"Shinsei Kamattechan (神聖かまってちゃん) is a Japanese alternative rock band from Chiba. Formed in 2007, the band consists of Noko (の子 - lead vocal, guitar, keyboard, razor), mono (bandleader, keyboard, guitar, tambourine), Misako (みさこ - drums, chorus), and Chibagin (ちばぎん - bass, chorus).

The band is well known for broadcasting their activity on live-steaming video sites such as stickam, peercast, and Japanese popular video sharing website Nico Nico Douga. <a href=""https://www.last.fm/music/+noredirect/Shinsei+Kamattechan"">Read more on Last.fm</a>",
BURNOUT SYNDROMES,4068499,209545,"Burnout Syndromes is a three-person rock band that formed in Osaka in 2005. They have released two independent albums to date, Sekaiichi Utsukushii Sekaiichi Utsukushii Sekai and Bungaku Shōjo, as well as the single ""LOSTTIME"" under Tower Records.
In the first 2016 issue of Shueisha's Weekly Shonen Jump magazine was announced that the band Burnout Syndromes would perform a new opening theme song titled ""Fly High!!"" for the Haikyu!! Second Season anime. The new song premiered i <a href=""https://www.last.fm/music/BURNOUT+SYNDROMES"">Read more on Last.fm</a>","SPYAIR, NICO Touches the Walls, KANA-BOON, BLUE ENCOUNT, Flow"
The Killers,295589169,6025554,"There are multiple artists using this name:

1. The Killers are an American  alternative rock band from Las Vegas, Nevada, formed in 2001. 
They got the name from the fictional band The Killers in the video for New Order's song Crystal. 
As of 2021, the band has released six studio albums, which have sold 28 million records worldwide. 

The Early Years
Initially, The Killers played at large clubs in Las Vegas. With the band's line-up stable and their repertoire of songs expanding <a href=""https://www.last.fm/music/The+Killers"">Read more on Last.fm</a>","Brandon Flowers, Kings of Leon, Snow Patrol, Kaiser Chiefs, Franz Ferdinand"
Marcus King,1806224,202578,"Marcus King is an American singer, songwriter, and guitarist. He also fronts The Marcus King Band.  <a href=""https://www.last.fm/music/Marcus+King"">Read more on Last.fm</a>","The Marcus King Band, Tedeschi Trucks Band, Gary Clark Jr., Fantastic Negrito, JJ Grey & Mofro"
Bersuit Vergarabat,4770409,219707,"Bersuit Vergarabat, formed in 1989 in Buenos Aires, Argentina, is one of the most important Argentine rock bands of the 1990s/2000s.

After 2 albums of underground transgressive rock, the band started mixing it with Latin American rhythms such a cumbia, chacarera, candombe and cuartetazo. The lyrics, though, remained acid and critical of political and social problems.

The current line-up is: Gustavo Cordera (voice), Juan Subirá (keyboards and voice) <a href=""https://www.last.fm/music/Bersuit+Vergarabat"">Read more on Last.fm</a>","Patricio Rey y sus Redonditos de Ricota, Los Piojos, Divididos, Viejas Locas, Intoxicados"
Pet Shop Boys,54475393,1930297,"Pet Shop Boys is a British synthpop/dance music duo, consisting of Neil Tennant and Chris Lowe and were formed in London, UK in 1981.

Post-modern ironists cloaked behind a veil of buoyantly melodic and lushly romantic synth pop confections, Pet Shop Boys offer wry yet strangely affecting cultural commentary communicated by the Morse code of synth washes and drum machine rhythms. After first emerging in the mid-'80s with ""West End Girls"" and ""Opportunities (Let's Make Lots of Money) <a href=""https://www.last.fm/music/Pet+Shop+Boys"">Read more on Last.fm</a>","Erasure, Electronic, Orchestral Manoeuvres in the Dark, The Human League, Depeche Mode"
HEALTH,24064296,826551,"Health (stylized as HEALTH) are an American industrial/noise rock band from Los Angeles, California. The band currently consists of drummer B.J. Miller, vocalist and guitarist Jake Duzsik, and bassist and producer John Famiglietti. It formerly also included Jupiter Keyes, who left in 2015. Originating from the Los Angeles underground experimental music community, they gained prominence with a remix of ""Crimewave"" by Crystal Castles before releasing a self-titled album in 2007. <a href=""https://www.last.fm/music/Health"">Read more on Last.fm</a>",
Rebounder,1512478,209986,"Rebounder is the project of New York City native producer and writer Dylan Chenfeld, with his brother . Joined by Cobey Arner and Zack Kantor.

  Rebounder has toured with the likes of , , , , and . Rebounder has received praise from THE FADER, Pigeons & Planes, NME, DIY, and has been played on  ’s Time Crisis. 

Rebounder recently teamed with good friend  Rutherford (lead singer of  ) for the collaboration song .

“Some bands just seem to have it all together. <a href=""https://www.last.fm/music/Rebounder"">Read more on Last.fm</a>","Ax and the Hatchetmen, The Hails, Hall Johnson, young friend, HUNNY"
Las Pastillas del Abuelo,1386010,60233,"Las Pastillas del Abuelo 
Información general 
Origen Buenos Aires, Argentina 
Estilo(s) Fusión de Rock con Reggae, Candombe, Chacarera, Jazz, Country y otros. 
Tiempo 2002-Presente 
Sitio web http://www.pastillasdelabuelo.com.ar 

Historia

La banda se formó en Noviembre de 2002, y la formación actual aparece unos meses después en Enero de 2003. En Julio ya habían grabado un demo de 6 temas. En 2005 lanzan su primer disco, ""Por colectora"", que incluía 12 temas y demostraban su flexibilidad para ejecutar otros géneros aparte del rock. <a href=""https://www.last.fm/music/Las+Pastillas+Del+Abuelo"">Read more on Last.fm</a>","Callejeros, Ciro y Los Persas, Bersuit Vergarabat, La Mancha De Rolando, Los Piojos"
Alton Ellis,2884527,261825,"Alton Nehemiah Ellis OD (1 September 1938 – 10 October 2008) was a Jamaican singer and songwriter. One of the innovators of rocksteady who was given the informal title ""Godfather of Rocksteady"". In 2004, Alton Ellis was awarded the Order of Distinction by the Jamaican government in recognition of his achievements. In 2006, he was inducted into the International Reggae And World Music Awards Hall Of Fame. 

Born in Trenchtown, Kingston, Jamaica, Alton Ellis was raised within a musical family and learned to play the piano at a young age. <a href=""https://www.last.fm/music/Alton+Ellis"">Read more on Last.fm</a>","The Heptones, Derrick Harriott, The Gaylads, John Holt, Phyllis Dillon"
Bombay Bicycle Club,48964076,1505963,"Bombay Bicycle Club is a British band formed in North London, United Kingdom in 2006. In January 2016, the four members announced that they would pursue solo projects. Ed Nash has since then been recording music under the name Toothless, releasing his debut album in early 2017, and former frontman Steadman has been recording under the name Mr Jukes, releasing a debut single in March 2017. 

The band was formed by Jack Steadman (vocals, guitar, bass) <a href=""https://www.last.fm/music/Bombay+Bicycle+Club"">Read more on Last.fm</a>","The Maccabees, Mystery Jets, Foals, Little Comets, Two Door Cinema Club"
